Device-ID/User-ID,Timestamp,Movement Activity,Fall Detected (Yes/No),Impact Force Level,Post-Fall Inactivity Duration (Seconds),Location,Alert Triggered (Yes/No),Caregiver Notified (Yes/No),
D6838,1/2/2025 5:15,Lying,No,-,0,Kitchen,No,No,
D6839,1/5/2025 16:51,Lying,No,-,0,Bedroom,No,No,
D6840,1/29/2025 14:52,Lying,No,-,0,Kitchen,No,No,
D6841,1/4/2025 17:48,Lying,No,-,0,Bathroom,No,No,
D6842,1/8/2025 7:44,Walking,No,-,0,Bathroom,No,No,
D6843,1/30/2025 5:12,Walking,No,-,0,Bathroom,No,No,
D6844,1/26/2025 19:40,Walking,No,-,0,Kitchen,No,No,
D6845,1/23/2025 5:57,No Movement,No,-,0,Bedroom,No,No,
D6846,1/1/2025 9:47,Walking,No,-,0,Living Room,No,No,
D6847,1/4/2025 2:38,Lying,No,-,0,Kitchen,No,No,
D6848,1/21/2025 17:42,No Movement,No,-,0,Bathroom,No,No,
D6849,1/3/2025 3:30,Lying,No,-,0,Bathroom,No,No,
D6850,1/1/2025 4:47,Lying,No,-,0,Bathroom,No,No,
D6851,1/13/2025 13:54,Lying,No,-,0,Kitchen,No,No,
D6852,1/23/2025 0:16,No Movement,No,-,0,Living Room,No,No,
D6853,1/27/2025 8:01,Lying,No,-,0,Living Room,No,No,
D6854,1/22/2025 20:18,Lying,No,-,0,Bedroom,No,No,
D6855,1/26/2025 15:34,Walking,No,-,0,Bedroom,No,No,
D6856,1/20/2025 5:25,Walking,No,-,0,Bedroom,No,No,
D6857,1/7/2025 1:39,No Movement,No,-,0,Kitchen,No,No,
D6858,1/27/2025 16:30,No Movement,No,-,0,Living Room,No,No,
D6859,1/20/2025 8:21,No Movement,No,-,0,Bathroom,No,No,
D6860,1/23/2025 5:54,Lying,No,-,0,Bathroom,No,No,
D6861,1/1/2025 4:28,Sitting,No,-,0,Bathroom,No,No,
D6862,1/13/2025 2:58,Walking,No,-,0,Bathroom,No,No,
D6863,1/22/2025 13:48,Walking,No,-,0,Living Room,No,No,
D6864,1/9/2025 17:20,Sitting,No,-,0,Bedroom,No,No,
D6865,1/7/2025 1:05,Lying,No,-,0,Bathroom,No,No,
D6866,1/8/2025 13:00,Walking,No,-,0,Bathroom,No,No,
D6867,1/27/2025 10:14,No Movement,Yes,Low,452,Bathroom,No,No,
D6868,1/17/2025 10:13,Lying,No,-,0,Living Room,No,No,
D6869,1/28/2025 15:04,Walking,No,-,0,Bedroom,No,No,
D6870,1/29/2025 18:12,Lying,No,-,0,Kitchen,No,No,
D6871,1/19/2025 15:08,Sitting,No,-,0,Living Room,No,No,
D6872,1/16/2025 15:57,No Movement,No,-,0,Living Room,No,No,
D6873,1/18/2025 0:38,No Movement,No,-,0,Living Room,No,No,
D6874,1/29/2025 20:55,No Movement,No,-,0,Bedroom,No,No,
D6875,1/8/2025 21:50,Walking,No,-,0,Living Room,No,No,
D6876,1/24/2025 0:33,Walking,No,-,0,Kitchen,No,No,
D6877,1/7/2025 2:46,Lying,No,-,0,Bedroom,No,No,
D6878,1/1/2025 9:16,Lying,No,-,0,Living Room,No,No,
D6879,1/28/2025 11:20,Lying,No,-,0,Living Room,No,No,
D6880,1/29/2025 19:37,No Movement,No,-,0,Kitchen,No,No,
D6881,1/10/2025 0:53,Lying,No,-,0,Living Room,No,No,
D6882,1/14/2025 6:27,Lying,No,-,0,Bedroom,No,No,
D6883,1/2/2025 3:43,Lying,No,-,0,Kitchen,No,No,
D6884,1/12/2025 1:21,Lying,No,-,0,Bedroom,No,No,
D6885,1/23/2025 5:18,Walking,No,-,0,Bathroom,No,No,
D6886,1/28/2025 18:59,Walking,No,-,0,Bedroom,No,No,
D6887,1/12/2025 19:39,Walking,No,-,0,Kitchen,No,No,
D6888,1/27/2025 20:02,Lying,No,-,0,Kitchen,No,No,
D6889,1/13/2025 22:28,Lying,No,-,0,Bathroom,No,No,
D6890,1/22/2025 18:47,Lying,No,-,0,Living Room,No,No,
D6891,1/11/2025 5:34,Lying,No,-,0,Bedroom,No,No,
D6892,1/24/2025 11:50,Walking,No,-,0,Living Room,No,No,
D6893,1/1/2025 21:16,Sitting,No,-,0,Bathroom,No,No,
D6894,1/8/2025 14:33,No Movement,No,-,0,Bathroom,No,No,
D6895,1/7/2025 22:57,No Movement,No,-,0,Kitchen,No,No,
D6896,1/23/2025 7:31,Walking,No,-,0,Bedroom,No,No,
D6897,1/3/2025 12:01,No Movement,No,-,0,Bathroom,No,No,
D6898,1/27/2025 9:12,Walking,No,-,0,Bedroom,No,No,
D6899,1/14/2025 5:11,No Movement,No,-,0,Kitchen,No,No,
D6900,1/8/2025 19:11,Lying,No,-,0,Bathroom,No,No,
D6901,1/3/2025 18:34,No Movement,No,-,0,Bathroom,No,No,
D6902,1/6/2025 16:41,Walking,No,-,0,Kitchen,No,No,
D6903,1/2/2025 3:56,Lying,No,-,0,Bathroom,No,No,
D6904,1/9/2025 11:38,Walking,No,-,0,Bathroom,No,No,
D6905,1/20/2025 6:10,Lying,No,-,0,Bathroom,No,No,
D6906,1/2/2025 22:48,No Movement,No,-,0,Living Room,No,No,
D6907,1/3/2025 19:05,Lying,No,-,0,Bathroom,No,No,
D6908,1/26/2025 22:16,No Movement,No,-,0,Bathroom,No,No,
D6909,1/27/2025 21:32,Walking,No,-,0,Kitchen,No,No,
D6910,1/29/2025 11:23,Lying,No,-,0,Bathroom,No,No,
D6911,1/9/2025 9:25,Lying,No,-,0,Bathroom,No,No,
D6912,1/27/2025 18:52,Lying,No,-,0,Bedroom,No,No,
D6913,1/2/2025 0:21,Walking,No,-,0,Living Room,No,No,
D6914,1/30/2025 9:05,Lying,No,-,0,Kitchen,No,No,
D6915,1/23/2025 21:28,Walking,No,-,0,Bedroom,No,No,
D6916,1/19/2025 3:47,Lying,No,-,0,Living Room,No,No,
D6917,1/28/2025 4:31,Sitting,No,-,0,Living Room,No,No,
D6918,1/22/2025 0:25,Lying,No,-,0,Bathroom,No,No,
D6919,1/2/2025 2:24,Walking,No,-,0,Living Room,No,No,
D6920,1/21/2025 1:54,No Movement,Yes,Medium,511,Kitchen,Yes,Yes,
D6921,1/16/2025 11:46,Walking,No,-,0,Bedroom,No,No,
D6922,1/11/2025 4:45,Lying,No,-,0,Bedroom,No,No,
D6923,1/10/2025 8:33,Walking,No,-,0,Bedroom,No,No,
D6924,1/17/2025 21:38,Lying,No,-,0,Kitchen,No,No,
D6925,1/23/2025 17:25,Lying,No,-,0,Bedroom,No,No,
D6926,1/13/2025 20:17,No Movement,No,-,0,Bathroom,No,No,
D6927,1/12/2025 22:54,Lying,No,-,0,Bathroom,No,No,
D6928,1/22/2025 22:21,Sitting,No,-,0,Living Room,No,No,
D6929,1/10/2025 16:43,No Movement,Yes,High,235,Bedroom,Yes,Yes,
D6930,1/24/2025 14:52,No Movement,No,-,0,Bathroom,No,No,
D6931,1/20/2025 11:42,Lying,No,-,0,Kitchen,No,No,
D6932,1/30/2025 12:22,Walking,No,-,0,Living Room,No,No,
D6933,1/17/2025 19:54,Lying,No,-,0,Living Room,No,No,
D6934,1/6/2025 22:57,Sitting,No,-,0,Bathroom,No,No,
D6935,1/18/2025 14:50,Walking,No,-,0,Bathroom,No,No,
D6936,1/27/2025 5:34,Walking,No,-,0,Bathroom,No,No,
D6937,1/4/2025 10:32,Walking,No,-,0,Living Room,No,No,
D6938,1/5/2025 22:04,Sitting,No,-,0,Living Room,No,No,
D6939,1/24/2025 23:28,No Movement,No,-,0,Bathroom,No,No,
D6940,1/2/2025 6:20,Sitting,No,-,0,Kitchen,No,No,
D6941,1/10/2025 7:20,Lying,No,-,0,Bedroom,No,No,
D6942,1/26/2025 2:24,No Movement,No,-,0,Kitchen,No,No,
D6943,1/16/2025 17:32,Lying,No,-,0,Bathroom,No,No,
D6944,1/9/2025 4:14,Walking,No,-,0,Bedroom,No,No,
D6945,1/18/2025 10:15,Walking,No,-,0,Bathroom,No,No,
D6946,1/26/2025 8:44,Lying,No,-,0,Living Room,No,No,
D6947,1/13/2025 12:53,Sitting,No,-,0,Bedroom,No,No,
D6948,1/6/2025 1:29,Sitting,No,-,0,Bathroom,No,No,
D6949,1/4/2025 3:43,Sitting,No,-,0,Kitchen,No,No,
D6950,1/7/2025 20:25,Sitting,No,-,0,Kitchen,No,No,
D6951,1/26/2025 12:47,Sitting,No,-,0,Bathroom,No,No,
D6952,1/20/2025 23:06,No Movement,Yes,High,519,Kitchen,Yes,Yes,
D6953,1/24/2025 1:57,Sitting,No,-,0,Kitchen,No,No,
D6954,1/19/2025 3:11,Sitting,No,-,0,Kitchen,No,No,
D6955,1/21/2025 21:46,Lying,No,-,0,Kitchen,No,No,
D6956,1/30/2025 6:40,No Movement,Yes,Low,346,Living Room,No,No,
D6957,1/17/2025 8:25,Walking,No,-,0,Bedroom,No,No,
D6958,1/15/2025 5:06,Walking,No,-,0,Living Room,No,No,
D6959,1/2/2025 16:26,Lying,No,-,0,Living Room,No,No,
D6960,1/2/2025 4:23,No Movement,No,-,0,Bedroom,No,No,
D6961,1/30/2025 21:25,Lying,No,-,0,Bathroom,No,No,
D6962,1/6/2025 2:57,Sitting,No,-,0,Bedroom,No,No,
D6963,1/6/2025 13:33,Walking,No,-,0,Bedroom,No,No,
D6964,1/20/2025 14:45,No Movement,No,-,0,Bathroom,No,No,
D6965,1/19/2025 19:26,Walking,No,-,0,Bedroom,No,No,
D6966,1/29/2025 10:21,Walking,No,-,0,Bedroom,No,No,
D6967,1/18/2025 22:47,Walking,No,-,0,Bathroom,No,No,
D6968,1/24/2025 20:26,Lying,No,-,0,Bathroom,No,No,
D6969,1/19/2025 15:16,Walking,No,-,0,Bathroom,No,No,
D6970,1/3/2025 10:29,Sitting,No,-,0,Bathroom,No,No,
D6971,1/22/2025 12:17,Lying,No,-,0,Kitchen,No,No,
D6972,1/16/2025 11:14,No Movement,No,-,0,Bathroom,No,No,
D6973,1/6/2025 16:15,Lying,No,-,0,Bathroom,No,No,
D6974,1/6/2025 5:36,Sitting,No,-,0,Bathroom,No,No,
D6975,1/13/2025 11:42,No Movement,No,-,0,Living Room,No,No,
D6976,1/15/2025 5:54,Walking,No,-,0,Bedroom,No,No,
D6977,1/11/2025 20:17,No Movement,No,-,0,Bathroom,No,No,
D6978,1/18/2025 0:04,Walking,No,-,0,Bedroom,No,No,
D6979,1/4/2025 15:13,Walking,No,-,0,Living Room,No,No,
D6980,1/21/2025 5:45,Sitting,No,-,0,Bedroom,No,No,
D6981,1/13/2025 23:27,Walking,No,-,0,Bathroom,No,No,
D6982,1/15/2025 9:59,Lying,No,-,0,Bedroom,No,No,
D6983,1/14/2025 13:16,Lying,No,-,0,Living Room,No,No,
D6984,1/6/2025 21:13,Sitting,No,-,0,Living Room,No,No,
D6985,1/30/2025 16:35,No Movement,No,-,0,Bathroom,No,No,
D6986,1/20/2025 22:55,Lying,No,-,0,Bathroom,No,No,
D6987,1/22/2025 4:10,Walking,No,-,0,Bedroom,No,No,
D6988,1/26/2025 16:44,Lying,No,-,0,Bathroom,No,No,
D6989,1/21/2025 17:15,Lying,No,-,0,Bathroom,No,No,
D6990,1/22/2025 1:57,Sitting,No,-,0,Bathroom,No,No,
D6991,1/19/2025 12:45,Lying,No,-,0,Living Room,No,No,
D6992,1/23/2025 19:04,No Movement,No,-,0,Bedroom,No,No,
D6993,1/4/2025 8:19,Lying,No,-,0,Bathroom,No,No,
D6994,1/12/2025 20:32,Sitting,No,-,0,Kitchen,No,No,
D6995,1/2/2025 23:50,No Movement,No,-,0,Bathroom,No,No,
D6996,1/4/2025 4:52,Sitting,No,-,0,Bathroom,No,No,
D6997,1/6/2025 8:54,Lying,No,-,0,Bathroom,No,No,
D6998,1/24/2025 0:58,Walking,No,-,0,Kitchen,No,No,
D6999,1/19/2025 14:08,Sitting,No,-,0,Kitchen,No,No,
D7000,1/6/2025 7:12,Walking,No,-,0,Bedroom,No,No,
D7001,1/6/2025 7:41,Walking,No,-,0,Bedroom,No,No,
D7002,1/1/2025 5:18,Walking,No,-,0,Living Room,No,No,
D7003,1/30/2025 9:19,No Movement,No,-,0,Bedroom,No,No,
D7004,1/9/2025 18:56,No Movement,No,-,0,Kitchen,No,No,
D7005,1/19/2025 17:06,Lying,No,-,0,Bathroom,No,No,
D7006,1/6/2025 4:58,Walking,No,-,0,Kitchen,No,No,
D7007,1/7/2025 6:52,Walking,No,-,0,Kitchen,No,No,
D7008,1/2/2025 8:14,No Movement,No,-,0,Bathroom,No,No,
D7009,1/4/2025 23:36,Sitting,No,-,0,Bathroom,No,No,
D7010,1/7/2025 10:01,No Movement,No,-,0,Bedroom,No,No,
D7011,1/3/2025 19:37,Walking,No,-,0,Bathroom,No,No,
D7012,1/5/2025 18:29,Lying,No,-,0,Kitchen,No,No,
D7013,1/27/2025 17:47,Sitting,No,-,0,Bathroom,No,No,
D7014,1/11/2025 9:08,Lying,No,-,0,Bathroom,No,No,
D7015,1/23/2025 10:59,Lying,No,-,0,Bathroom,No,No,
D7016,1/24/2025 18:48,Lying,No,-,0,Bathroom,No,No,
D7017,1/8/2025 16:50,Lying,No,-,0,Bedroom,No,No,
D7018,1/22/2025 15:45,No Movement,No,-,0,Bathroom,No,No,
D7019,1/3/2025 13:44,Lying,No,-,0,Kitchen,No,No,
D7020,1/10/2025 19:57,Sitting,No,-,0,Living Room,No,No,
D7021,1/15/2025 12:57,Lying,No,-,0,Bedroom,No,No,
D7022,1/8/2025 2:14,Sitting,No,-,0,Living Room,No,No,
D7023,1/7/2025 5:23,Lying,No,-,0,Living Room,No,No,
D7024,1/17/2025 11:35,Walking,No,-,0,Bedroom,No,No,
D7025,1/14/2025 1:51,Walking,No,-,0,Bedroom,No,No,
D7026,1/18/2025 16:21,Walking,No,-,0,Kitchen,No,No,
D7027,1/27/2025 16:28,No Movement,No,-,0,Living Room,No,No,
D7028,1/23/2025 17:24,No Movement,No,-,0,Living Room,No,No,
D7029,1/19/2025 18:56,Sitting,No,-,0,Living Room,No,No,
D7030,1/12/2025 18:40,Lying,No,-,0,Kitchen,No,No,
D7031,1/10/2025 18:52,Walking,No,-,0,Living Room,No,No,
D7032,1/11/2025 4:15,Walking,No,-,0,Bathroom,No,No,
D7033,1/6/2025 21:32,Sitting,No,-,0,Bedroom,No,No,
D7034,1/24/2025 20:42,No Movement,No,-,0,Kitchen,No,No,
D7035,1/28/2025 1:56,Lying,No,-,0,Bathroom,No,No,
D7036,1/29/2025 1:19,Walking,No,-,0,Bathroom,No,No,
D7037,1/15/2025 4:59,Walking,No,-,0,Living Room,No,No,
D7038,1/13/2025 17:47,No Movement,No,-,0,Kitchen,No,No,
D7039,1/22/2025 9:23,Walking,No,-,0,Bedroom,No,No,
D7040,1/13/2025 9:14,Sitting,No,-,0,Kitchen,No,No,
D7041,1/13/2025 22:09,Walking,No,-,0,Kitchen,No,No,
D7042,1/8/2025 6:49,Lying,No,-,0,Living Room,No,No,
D7043,1/19/2025 2:55,Sitting,No,-,0,Living Room,No,No,
D7044,1/16/2025 18:12,Walking,No,-,0,Bathroom,No,No,
D7045,1/7/2025 7:32,Sitting,No,-,0,Bedroom,No,No,
D7046,1/29/2025 1:02,Lying,No,-,0,Kitchen,No,No,
D7047,1/14/2025 2:56,Sitting,No,-,0,Bedroom,No,No,
D7048,1/11/2025 6:03,Lying,No,-,0,Bathroom,No,No,
D7049,1/15/2025 17:02,No Movement,No,-,0,Bathroom,No,No,
D7050,1/23/2025 12:00,Lying,No,-,0,Living Room,No,No,
D7051,1/16/2025 17:03,Walking,No,-,0,Bedroom,No,No,
D7052,1/1/2025 1:25,Lying,No,-,0,Bedroom,No,No,
D7053,1/5/2025 16:09,Walking,No,-,0,Bathroom,No,No,
D7054,1/1/2025 8:12,Sitting,No,-,0,Bathroom,No,No,
D7055,1/4/2025 2:45,Walking,No,-,0,Bathroom,No,No,
D7056,1/23/2025 16:41,Lying,No,-,0,Bathroom,No,No,
D7057,1/23/2025 2:25,Walking,No,-,0,Bedroom,No,No,
D7058,1/12/2025 20:24,Lying,No,-,0,Bedroom,No,No,
D7059,1/5/2025 13:53,Walking,No,-,0,Bedroom,No,No,
D7060,1/1/2025 19:40,Walking,No,-,0,Kitchen,No,No,
D7061,1/2/2025 12:50,No Movement,Yes,Medium,228,Bedroom,Yes,Yes,
D7062,1/18/2025 22:34,Sitting,No,-,0,Bedroom,No,No,
D7063,1/2/2025 19:53,Sitting,No,-,0,Living Room,No,No,
D7064,1/18/2025 3:18,Lying,No,-,0,Bathroom,No,No,
D7065,1/21/2025 8:47,No Movement,No,-,0,Bedroom,No,No,
D7066,1/18/2025 13:20,Sitting,No,-,0,Kitchen,No,No,
D7067,1/6/2025 11:00,Walking,No,-,0,Bedroom,No,No,
D7068,1/9/2025 17:25,Sitting,No,-,0,Bathroom,No,No,
D7069,1/5/2025 15:03,Sitting,No,-,0,Kitchen,No,No,
D7070,1/30/2025 4:05,Walking,No,-,0,Kitchen,No,No,
D7071,1/17/2025 9:57,Lying,No,-,0,Kitchen,No,No,
D7072,1/21/2025 18:19,No Movement,Yes,Medium,514,Kitchen,Yes,Yes,
D7073,1/14/2025 20:14,Sitting,No,-,0,Bedroom,No,No,
D7074,1/8/2025 11:04,No Movement,No,-,0,Bathroom,No,No,
D7075,1/1/2025 15:54,Walking,No,-,0,Kitchen,No,No,
D7076,1/16/2025 21:44,No Movement,Yes,Low,151,Living Room,No,No,
D7077,1/19/2025 19:16,No Movement,No,-,0,Bathroom,No,No,
D7078,1/3/2025 0:02,No Movement,No,-,0,Bathroom,No,No,
D7079,1/13/2025 16:09,Lying,No,-,0,Living Room,No,No,
D7080,1/21/2025 12:48,Walking,No,-,0,Bedroom,No,No,
D7081,1/9/2025 14:29,No Movement,No,-,0,Kitchen,No,No,
D7082,1/15/2025 11:53,No Movement,Yes,High,325,Kitchen,Yes,Yes,
D7083,1/14/2025 4:01,Lying,No,-,0,Kitchen,No,No,
D7084,1/13/2025 8:25,No Movement,No,-,0,Bedroom,No,No,
D7085,1/14/2025 15:02,Sitting,No,-,0,Bathroom,No,No,
D7086,1/26/2025 23:19,Sitting,No,-,0,Kitchen,No,No,
D7087,1/2/2025 0:40,Walking,No,-,0,Bedroom,No,No,
D7088,1/12/2025 17:03,No Movement,Yes,High,180,Living Room,Yes,Yes,
D7089,1/21/2025 9:42,Walking,No,-,0,Bathroom,No,No,
D7090,1/16/2025 11:05,Lying,No,-,0,Bedroom,No,No,
D7091,1/29/2025 16:46,No Movement,Yes,Low,70,Living Room,No,No,
D7092,1/16/2025 1:55,Sitting,No,-,0,Living Room,No,No,
D7093,1/29/2025 23:32,No Movement,No,-,0,Bedroom,No,No,
D7094,1/29/2025 13:21,Lying,No,-,0,Living Room,No,No,
D7095,1/12/2025 3:32,Walking,No,-,0,Living Room,No,No,
D7096,1/3/2025 18:37,No Movement,Yes,Medium,322,Bedroom,Yes,Yes,
D7097,1/14/2025 6:28,Walking,No,-,0,Bedroom,No,No,
D7098,1/30/2025 3:05,Sitting,No,-,0,Bathroom,No,No,
D7099,1/20/2025 18:39,Sitting,No,-,0,Bedroom,No,No,
D7100,1/23/2025 17:52,Sitting,No,-,0,Bathroom,No,No,
D7101,1/1/2025 14:15,Sitting,No,-,0,Bathroom,No,No,
D7102,1/28/2025 2:35,Walking,No,-,0,Bedroom,No,No,
D7103,1/8/2025 8:38,No Movement,Yes,High,205,Bathroom,Yes,Yes,
D7104,1/28/2025 9:13,Lying,No,-,0,Bedroom,No,No,
D7105,1/19/2025 4:50,Lying,No,-,0,Bathroom,No,No,
D7106,1/24/2025 23:30,Walking,No,-,0,Kitchen,No,No,
D7107,1/22/2025 5:17,Walking,No,-,0,Bedroom,No,No,
D7108,1/24/2025 17:33,No Movement,No,-,0,Bathroom,No,No,
D7109,1/11/2025 21:11,Walking,No,-,0,Bedroom,No,No,
D7110,1/12/2025 10:31,Lying,No,-,0,Kitchen,No,No,
D7111,1/6/2025 14:32,Lying,No,-,0,Bedroom,No,No,
D7112,1/28/2025 4:20,Sitting,No,-,0,Bedroom,No,No,
D7113,1/21/2025 9:44,Sitting,No,-,0,Kitchen,No,No,
D7114,1/16/2025 17:23,No Movement,No,-,0,Bedroom,No,No,
D7115,1/8/2025 21:46,No Movement,No,-,0,Living Room,No,No,
D7116,1/20/2025 20:26,Lying,No,-,0,Bedroom,No,No,
D7117,1/24/2025 9:59,Walking,No,-,0,Kitchen,No,No,
D7118,1/4/2025 13:02,Walking,No,-,0,Bathroom,No,No,
D7119,1/30/2025 16:34,No Movement,No,-,0,Bedroom,No,No,
D7120,1/17/2025 6:24,Sitting,No,-,0,Bathroom,No,No,
D7121,1/2/2025 1:05,Sitting,No,-,0,Kitchen,No,No,
D7122,1/18/2025 5:26,Lying,No,-,0,Living Room,No,No,
D7123,1/9/2025 7:34,Walking,No,-,0,Living Room,No,No,
D7124,1/27/2025 6:24,Walking,No,-,0,Kitchen,No,No,
D7125,1/15/2025 20:20,Sitting,No,-,0,Living Room,No,No,
D7126,1/6/2025 18:21,Sitting,No,-,0,Bathroom,No,No,
D7127,1/30/2025 9:48,No Movement,No,-,0,Bathroom,No,No,
D7128,1/3/2025 10:53,Walking,No,-,0,Bedroom,No,No,
D7129,1/17/2025 19:05,Walking,No,-,0,Bathroom,No,No,
D7130,1/24/2025 4:23,Walking,No,-,0,Living Room,No,No,
D7131,1/5/2025 3:59,No Movement,No,-,0,Bathroom,No,No,
D7132,1/7/2025 4:22,No Movement,No,-,0,Bedroom,No,No,
D7133,1/22/2025 3:39,No Movement,No,-,0,Kitchen,No,No,
D7134,1/18/2025 2:02,No Movement,No,-,0,Living Room,No,No,
D7135,1/28/2025 2:47,No Movement,Yes,High,45,Bedroom,Yes,Yes,
D7136,1/26/2025 3:42,Lying,No,-,0,Kitchen,No,No,
D7137,1/7/2025 3:38,Lying,No,-,0,Bedroom,No,No,
D7138,1/1/2025 9:57,Lying,No,-,0,Living Room,No,No,
D7139,1/19/2025 14:39,Walking,No,-,0,Bathroom,No,No,
D7140,1/1/2025 4:15,No Movement,No,-,0,Kitchen,No,No,
D7141,1/24/2025 16:56,No Movement,No,-,0,Bathroom,No,No,
D7142,1/26/2025 10:21,Sitting,No,-,0,Bedroom,No,No,
D7143,1/10/2025 18:25,Walking,No,-,0,Bathroom,No,No,
D7144,1/19/2025 13:13,Lying,No,-,0,Living Room,No,No,
D7145,1/9/2025 20:52,Sitting,No,-,0,Bedroom,No,No,
D7146,1/14/2025 7:12,No Movement,No,-,0,Living Room,No,No,
D7147,1/7/2025 8:54,No Movement,No,-,0,Bedroom,No,No,
D7148,1/28/2025 4:11,Sitting,No,-,0,Kitchen,No,No,
D7149,1/17/2025 12:23,Sitting,No,-,0,Living Room,No,No,
D7150,1/30/2025 14:10,Walking,No,-,0,Living Room,No,No,
D7151,1/10/2025 13:02,Lying,No,-,0,Kitchen,No,No,
D7152,1/28/2025 17:08,Lying,No,-,0,Living Room,No,No,
D7153,1/2/2025 20:17,Lying,No,-,0,Bathroom,No,No,
D7154,1/14/2025 21:21,Sitting,No,-,0,Bedroom,No,No,
D7155,1/21/2025 22:30,Lying,No,-,0,Kitchen,No,No,
D7156,1/5/2025 9:51,No Movement,No,-,0,Bathroom,No,No,
D7157,1/29/2025 23:41,Walking,No,-,0,Bedroom,No,No,
D7158,1/4/2025 5:17,Walking,No,-,0,Kitchen,No,No,
D7159,1/15/2025 15:17,Lying,No,-,0,Living Room,No,No,
D7160,1/9/2025 16:39,Lying,No,-,0,Living Room,No,No,
D7161,1/12/2025 20:12,Sitting,No,-,0,Kitchen,No,No,
D7162,1/5/2025 8:13,Lying,No,-,0,Bathroom,No,No,
D7163,1/14/2025 19:20,No Movement,No,-,0,Bedroom,No,No,
D7164,1/9/2025 4:29,Lying,No,-,0,Bathroom,No,No,
D7165,1/18/2025 16:00,Walking,No,-,0,Bedroom,No,No,
D7166,1/7/2025 19:25,No Movement,No,-,0,Bathroom,No,No,
D7167,1/30/2025 11:36,Walking,No,-,0,Bathroom,No,No,
D7168,1/25/2025 4:15,No Movement,Yes,High,494,Living Room,Yes,Yes,
D7169,1/20/2025 19:48,No Movement,No,-,0,Bedroom,No,No,
D7170,1/28/2025 20:33,Sitting,No,-,0,Kitchen,No,No,
D7171,1/25/2025 14:04,Walking,No,-,0,Bedroom,No,No,
D7172,1/8/2025 8:18,Lying,No,-,0,Living Room,No,No,
D7173,1/13/2025 16:42,Sitting,No,-,0,Bathroom,No,No,
D7174,1/1/2025 14:17,Walking,No,-,0,Living Room,No,No,
D7175,1/7/2025 18:41,Lying,No,-,0,Bedroom,No,No,
D7176,1/30/2025 4:13,Lying,No,-,0,Bedroom,No,No,
D7177,1/22/2025 6:35,No Movement,No,-,0,Living Room,No,No,
D7178,1/14/2025 2:19,Sitting,No,-,0,Kitchen,No,No,
D7179,1/12/2025 9:12,No Movement,No,-,0,Kitchen,No,No,
D7180,1/27/2025 13:23,Walking,No,-,0,Bedroom,No,No,
D7181,1/17/2025 18:21,Sitting,No,-,0,Bathroom,No,No,
D7182,1/5/2025 14:01,No Movement,Yes,Medium,110,Bedroom,Yes,Yes,
D7183,1/28/2025 2:24,Sitting,No,-,0,Bathroom,No,No,
D7184,1/21/2025 20:45,No Movement,No,-,0,Living Room,No,No,
D7185,1/5/2025 10:04,Walking,No,-,0,Kitchen,No,No,
D7186,1/17/2025 23:25,Lying,No,-,0,Kitchen,No,No,
D7187,1/14/2025 14:04,Lying,No,-,0,Bedroom,No,No,
D7188,1/21/2025 9:34,No Movement,No,-,0,Living Room,No,No,
D7189,1/16/2025 23:48,Sitting,No,-,0,Bedroom,No,No,
D7190,1/11/2025 11:08,Walking,No,-,0,Living Room,No,No,
D7191,1/26/2025 0:46,No Movement,No,-,0,Bathroom,No,No,
D7192,1/14/2025 12:31,Lying,No,-,0,Kitchen,No,No,
D7193,1/28/2025 14:52,Lying,No,-,0,Kitchen,No,No,
D7194,1/21/2025 14:44,Lying,No,-,0,Bathroom,No,No,
D7195,1/22/2025 4:16,No Movement,No,-,0,Bathroom,No,No,
D7196,1/19/2025 7:18,No Movement,No,-,0,Bedroom,No,No,
D7197,1/2/2025 0:45,Lying,No,-,0,Bedroom,No,No,
D7198,1/10/2025 12:13,No Movement,No,-,0,Kitchen,No,No,
D7199,1/28/2025 23:07,Lying,No,-,0,Kitchen,No,No,
D7200,1/20/2025 16:40,Lying,No,-,0,Bathroom,No,No,
D7201,1/20/2025 21:27,No Movement,No,-,0,Bedroom,No,No,
D7202,1/6/2025 5:38,Lying,No,-,0,Living Room,No,No,
D7203,1/1/2025 1:18,Walking,No,-,0,Bathroom,No,No,
D7204,1/1/2025 21:27,Lying,No,-,0,Living Room,No,No,
D7205,1/2/2025 13:54,No Movement,No,-,0,Bathroom,No,No,
D7206,1/25/2025 21:35,Lying,No,-,0,Bathroom,No,No,
D7207,1/24/2025 18:09,Sitting,No,-,0,Bedroom,No,No,
D7208,1/11/2025 22:28,Sitting,No,-,0,Kitchen,No,No,
D7209,1/9/2025 6:08,Lying,No,-,0,Living Room,No,No,
D7210,1/5/2025 0:35,Lying,No,-,0,Living Room,No,No,
D7211,1/17/2025 8:38,No Movement,Yes,High,66,Bathroom,Yes,Yes,
D7212,1/19/2025 9:47,Lying,No,-,0,Bedroom,No,No,
D7213,1/11/2025 22:40,Sitting,No,-,0,Living Room,No,No,
D7214,1/3/2025 14:28,No Movement,No,-,0,Bedroom,No,No,
D7215,1/13/2025 23:27,Lying,No,-,0,Living Room,No,No,
D7216,1/20/2025 19:39,No Movement,No,-,0,Kitchen,No,No,
D7217,1/12/2025 11:36,Sitting,No,-,0,Bathroom,No,No,
D7218,1/7/2025 3:00,Walking,No,-,0,Kitchen,No,No,
